,epochINX,result,resultChar,winLEN,subject,ISI,paradigm
0,1,3,↙︎,0.4,Jacklyn 3,0.5,ssvep
1,1,12,+,0.4,Jacklyn 3,0.5,ssvep
2,2,12,+,0.4,Jacklyn 3,0.5,ssvep
3,1,12,+,0.4,Jacklyn 3,0.5,ssvep
4,2,12,+,0.4,Jacklyn 3,0.5,ssvep
5,3,12,+,0.4,Jacklyn 3,0.5,ssvep
6,1,4,↑,0.4,Jacklyn 3,0.5,ssvep
7,2,4,↑,0.4,Jacklyn 3,0.5,ssvep
8,3,4,↑,0.4,Jacklyn 3,0.5,ssvep
9,4,4,↑,0.4,Jacklyn 3,0.5,ssvep
10,1,6,↓,0.4,Jacklyn 3,0.5,ssvep
11,1,6,↓,0.4,Jacklyn 3,0.5,ssvep
12,2,6,↓,0.4,Jacklyn 3,0.5,ssvep
13,1,13,-,0.4,Jacklyn 3,0.5,ssvep
14,2,13,-,0.4,Jacklyn 3,0.5,ssvep
15,3,13,-,0.4,Jacklyn 3,0.5,ssvep
16,1,13,-,0.4,Jacklyn 3,0.5,ssvep
17,2,13,-,0.4,Jacklyn 3,0.5,ssvep
18,3,13,-,0.4,Jacklyn 3,0.5,ssvep
19,4,13,-,0.4,Jacklyn 3,0.5,ssvep
20,1,4,↑,0.4,Jacklyn 3,0.5,ssvep
21,1,5,L,0.4,Jacklyn 3,0.5,ssvep
22,2,5,L,0.4,Jacklyn 3,0.5,ssvep
23,1,12,+,0.4,Jacklyn 3,0.5,ssvep
24,2,12,+,0.4,Jacklyn 3,0.5,ssvep
25,3,12,+,0.4,Jacklyn 3,0.5,ssvep
26,1,2,←,0.4,Jacklyn 3,0.5,ssvep
27,2,2,←,0.4,Jacklyn 3,0.5,ssvep
28,3,2,←,0.4,Jacklyn 3,0.5,ssvep
29,4,2,←,0.4,Jacklyn 3,0.5,ssvep
30,1,8,→,0.4,Jacklyn 3,0.5,ssvep
31,1,2,←,0.4,Jacklyn 3,0.5,ssvep
32,2,2,←,0.4,Jacklyn 3,0.5,ssvep
33,1,6,↓,0.4,Jacklyn 3,0.5,ssvep
34,2,6,↓,0.4,Jacklyn 3,0.5,ssvep
35,3,6,↓,0.4,Jacklyn 3,0.5,ssvep
36,1,6,↓,0.4,Jacklyn 3,0.5,ssvep
37,2,6,↓,0.4,Jacklyn 3,0.5,ssvep
38,3,6,↓,0.4,Jacklyn 3,0.5,ssvep
39,4,6,↓,0.4,Jacklyn 3,0.5,ssvep
40,1,1,↖︎,0.4,Jacklyn 3,0.5,ssvep
41,1,9,↘︎,0.4,Jacklyn 3,0.5,ssvep
42,2,9,↘︎,0.4,Jacklyn 3,0.5,ssvep
