accuracy,itr,winLEN,subject,block,paradigm,datetime
0.9767441860465116,205.66047845016666,1.0,Jacklyn 3,1,ssvep,20230527111659
0.8787878787878788,169.5926183441513,1.0,Jacklyn 3,1,ssvep,20230527112204
0.9142857142857143,181.68262406323063,1.0,Jacklyn 3,2,ssvep,20230527112404
0.8717948717948718,167.29787575467557,1.0,Jacklyn 3,3,ssvep,20230527112617
0.8918918918918919,173.9651433982923,1.0,Jacklyn 3,4,ssvep,20230527112823
0.8947368421052632,174.92766534654734,1.0,Jacklyn 3,5,ssvep,20230527113029
0.8048780487804879,146.4816481073595,1.0,Jacklyn 3,6,ssvep,20230527113244
